ZIP_CODE,CONTRACTING_OFFICE_CODE,DEPARTMENT_NAME,ADDRESS_STATE,ADDRESS_CITY,label,START_DATE,CONTRACTING_OFFICE_NAME,COUNTRY_CODE,iname,AGENCY_NAME,AGENCY_CODE
41105,15B102,"JUSTICE, DEPARTMENT OF",KY,ASHLAND,contracting_office,04/01/2016 00:00:00,DEPT OF JUSTICE BUREAU OF PRISIONS,USA,bb392296-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,1540
97470,140L48,"INTERIOR, DEPARTMENT OF THE",OR,ROSEBURG,contracting_office,04/01/2016 00:00:00,BUREAU OF LAND MANAGEMENT,USA,bb30bfc0-89d1-11e7-89d0-1cc1de329608,BUREAU OF LAND MANAGEMENT,1422
97208,1204H8,"AGRICULTURE, DEPARTMENT OF",OR,PORTLAND,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,bb285cd8-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
75261,127D34,"AGRICULTURE, DEPARTMENT OF",TX,DALLAS,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ,USA,bb1ff5ae-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
23297,SPE4A8,DEPT OF DEFENSE,VA,RICHMOND,contracting_office,10/01/2011 00:00:00,DLA AVIATION,USA,bbbbbdd6-89d1-11e7-89d0-1cc1de329608,DEFENSE LOGISTICS AGENCY,97AS
22203-1995,N00014,DEPT OF DEFENSE,VA,ARLINGTON,contracting_office,10/01/2004 00:00:00,OFFICE OF NAVAL RESEARCH,USA,bb8d442a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20520,19UK56,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY LONDON,USA,bb4e4552-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
60604,47HFV0,GENERAL SERVICES ADMINISTRATION,IL,CHICAGO,contracting_office,04/01/2016 00:00:00,OAD ADMINISTRATIVE SERVICES DIV,USA,bb781966-89d1-11e7-89d0-1cc1de329608,OFFICE OF ADMINISTRATIVE SERVICES,4773
20910,1305N2,"COMMERCE, DEPARTMENT OF",MD,SILVER SPRING,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE NOAA,USA,bb2c8f08-89d1-11e7-89d0-1cc1de329608,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1330
20005,16PBGC,PENSION BENEFIT GUARANTY CORPORATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,PENSION BENEFIT GUARANTY CORP,USA,bb45bd54-89d1-11e7-89d0-1cc1de329608,PENSION BENEFIT GUARANTY CORPORATION,1665
45433-5344,FA8059,DEPT OF DEFENSE,OH,WRIGHT PATERSON AFB,contracting_office,10/01/2015 00:00:00,FA8059  771 ESS EGB,USA,bbaf2620-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
92135-7137,N55630,DEPT OF DEFENSE,CA,SAN DIEGO,contracting_office,10/01/2003 00:00:00,HELICOPTER ANTISUBMARINE LIGHT WING,USA,bb918e72-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
48226,365411,"VETERANS AFFAIRS, DEPARTMENT OF",MI,DETROIT,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS  OFC 241,USA,bb5adeb6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
29902-9201,M67015,DEPT OF DEFENSE,SC,PARRIS ISLAND,contracting_office,10/01/2004 00:00:00,COMPTROLLER,USA,bb8d43b2-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
89502-3691,129328,"AGRICULTURE, DEPARTMENT OF",NV,RENO,contracting_office,04/01/2016 00:00:00,USDA FSA,USA,baf16818-89d1-11e7-89d0-1cc1de329608,FARM SERVICE AGENCY,12D2
39183-0000,W91WMC,DEPT OF DEFENSE,MS,VICKSBURG,contracting_office,10/01/2003 00:00:00,W6KD USACE EIT SVCS,USA,bbaaf580-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
32207-8175,W912EP,DEPT OF DEFENSE,FL,JACKSONVILLE,contracting_office,10/01/2003 00:00:00,W074 ENDIST JACKSNVLLE,USA,bba6bf18-89d1-11e7-89d0-1cc1de329608,DEPT OF THE ARMY,2100
95814,15JA97,"JUSTICE, DEPARTMENT OF",CA,SACRAMENTO,contracting_office,04/01/2016 00:00:00,U.S. ATTORNEYS OFFICE-CA(E) (USA97),USA,bb3920ce-89d1-11e7-89d0-1cc1de329608,"OFFICES, BOARDS AND DIVISIONS",1501
23510,47PD13,GENERAL SERVICES ADMINISTRATION,VA,NORFOLK,contracting_office,04/01/2016 00:00:00,PBS R3,USA,bb73f33a-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
43614,365535,"VETERANS AFFAIRS, DEPARTMENT OF",OH,TOLEDO,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb5f0866-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
98801,120E24,"AGRICULTURE, DEPARTMENT OF",WA,WENATCHEE,contracting_office,04/01/2016 00:00:00,USDA  FOREST SERVICE,USA,bae8911c-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
96531-2000,SZA01A,DEPT OF DEFENSE,AP,FPO,contracting_office,10/01/2004 00:00:00,DCMA  NEW ZEALAND,USA,bbbbbbd6-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
20520,19BF50,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY NASSAU,USA,bb4a036e-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
20520,19LT60,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY MASERU,USA,bb4e425a-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
83401,1202NV,"AGRICULTURE, DEPARTMENT OF",ID,IDAHO FALLS,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae88f5c-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
84721-7769,128486,"AGRICULTURE, DEPARTMENT OF",UT,CEDAR CITY,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,baed3e4e-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
87117-0001,FA2360,DEPT OF DEFENSE,NM,KIRTLAND AFB,contracting_office,10/01/2015 00:00:00,FA2360  AFNWC PZNK,USA,bbaaf5d8-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
85004-2203,148170,"INTERIOR, DEPARTMENT OF THE",AZ,PHOENIX,contracting_office,04/01/2016 00:00:00,DEPT OF INTERIOR  BUREAU LAND MGMT,USA,bb30c048-89d1-11e7-89d0-1cc1de329608,BUREAU OF LAND MANAGEMENT,1422
30063-0635,S1111A,DEPT OF DEFENSE,GA,MARIETTA,contracting_office,10/01/2004 00:00:00,DCMA LOCKHEED MARTIN MARIETTA,USA,bbb35964-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
99519-0191,120168,"AGRICULTURE, DEPARTMENT OF",AK,ANCHORAGE,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb0679fa-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
,12U202,"AGRICULTURE, DEPARTMENT OF",,JAKARTA,contracting_office,04/01/2016 00:00:00,USDA APHIS WISMA METRO II 3 FLOOR,IDN,bb285c90-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
48074-1433,1254NM,"AGRICULTURE, DEPARTMENT OF",MI,KIMBALL,contracting_office,04/01/2016 00:00:00,USDA  APHIS  VS,USA,bb178a2a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20737-1237,123K66,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA APHIS VS BES,USA,bb0ee8dc-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
29590,15UW1L,"JUSTICE, DEPARTMENT OF",SC,SALTERS,contracting_office,04/01/2016 00:00:00,FCI WILLIAMSBURG,USA,bb3d5186-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON INDUSTRIES / UNICOR,1542
08640-5000,N68994,DEPT OF DEFENSE,NJ,FORT DIX,contracting_office,03/15/2007 00:00:00,NAVOPSPTCEN FT DIX,USA,bb9e4364-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
64106,1333LJ,"COMMERCE, DEPARTMENT OF",MO,KANSAS CITY,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE NOAA,USA,bb2c8f50-89d1-11e7-89d0-1cc1de329608,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,1330
07102,47PC10,GENERAL SERVICES ADMINISTRATION,NJ,NEWARK,contracting_office,04/01/2016 00:00:00,PBS R2,USA,bb6fbfc2-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
21902,75P002,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",MD,PERRY POINT,contracting_office,04/01/2016 00:00:00,PROGRAM SUPPORT CTR SUPPLY SVC CTR,USA,bb84a568-89d1-11e7-89d0-1cc1de329608,OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION (ASA),7570
01731-1801,FA8735,DEPT OF DEFENSE,MA,HANSCOM AFB,contracting_office,10/01/2016 00:00:00,FA8735  AFNWC HCK NC3,USA,bbb3569c-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
19805,36C460,"VETERANS AFFAIRS, DEPARTMENT OF",DE,WILMINGTON,contracting_office,04/01/2016 00:00:00,460-WILIMINGTON (00460),USA,bb633b28-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
99506-2501,FA5000,DEPT OF DEFENSE,AK,JBER,contracting_office,10/01/2004 00:00:00,FA5000  673 CONS LGC,USA,bbaaf7e8-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
40059-9347,1253NA,"AGRICULTURE, DEPARTMENT OF",KY,PROSPECT,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb178a02-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
42635-9999,12531N,"AGRICULTURE, DEPARTMENT OF",KY,PINE KNOT,contracting_office,04/01/2016 00:00:00,USDA  FOREST SERVICE,USA,baed3c46-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
95959,129A63,"AGRICULTURE, DEPARTMENT OF",CA,NEVADA CITY,contracting_office,04/01/2016 00:00:00,USDA FOREST SVC,USA,baed3f7e-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
32544-5407,FA0021,DEPT OF DEFENSE,FL,HURLBURT FIELD,contracting_office,10/01/2013 00:00:00,FA0021  AFICA 765 SCONF,USA,bbaaf5c0-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
33126,1242ES,"AGRICULTURE, DEPARTMENT OF",FL,MIAMI,contracting_office,04/01/2016 00:00:00,USDA  APHIS  ADC,USA,bb132064-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
22310,S5109A,DEPT OF DEFENSE,VA,ALEXANDRIA,contracting_office,10/01/2004 00:00:00,DCMA SMALL BUSINESS CENTER,USA,bbb78b78-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
33332,1342GY,"COMMERCE, DEPARTMENT OF",FL,WESTON,contracting_office,04/01/2016 00:00:00,DEPT OF COMMERCE OS,USA,bb2c8e70-89d1-11e7-89d0-1cc1de329608,OFFICE OF THE SECRETARY,1301
32826-3224,N61340,DEPT OF DEFENSE,FL,ORLANDO,contracting_office,09/23/2010 00:00:00,NAWC TRAINING SYSTEMS DIV,USA,bb918f52-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
,720532,AGENCY FOR INTERNATIONAL DEVELOPMENT,,KINGSTON,contracting_office,04/01/2016 00:00:00,USAID/JAMAICA,JAM,bb8079b4-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
77029,127AE1,"AGRICULTURE, DEPARTMENT OF",TX,HOUSTON,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ SITC,USA,bb1ff51e-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
32920,124240,"AGRICULTURE, DEPARTMENT OF",FL,CAPE CANAVERAL,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQ,USA,bb131ecc-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
,720623,AGENCY FOR INTERNATIONAL DEVELOPMENT,,NAIROBI,contracting_office,04/01/2016 00:00:00,USAID/EAST AFRICA REGIONAL,KEN,bb807a1c-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
02222,47PB99,GENERAL SERVICES ADMINISTRATION,MA,BOSTON,contracting_office,04/01/2016 00:00:00,PBS R1,USA,bb6fbf6a-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
19805,362101,"VETERANS AFFAIRS, DEPARTMENT OF",DE,WILMINGTON,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb56a81c-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
87102,47PH06,GENERAL SERVICES ADMINISTRATION,NM,ALBUQUERQUE,contracting_office,04/01/2016 00:00:00,PBS R7 - NON-PROSPECTUS PROJECTS,USA,bb73f4f2-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
,720620,AGENCY FOR INTERNATIONAL DEVELOPMENT,,ABUJA,contracting_office,04/01/2016 00:00:00,USAID/NIGERIA,NGA,bb807a0c-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
20186,1233AF,"AGRICULTURE, DEPARTMENT OF",VA,WARRENTON,contracting_office,04/01/2016 00:00:00,USDA APHIS VS AH,USA,bb0ee704-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
55417,36C263,"VETERANS AFFAIRS, DEPARTMENT OF",MN,MINNEAPOLIS,contracting_office,04/01/2016 00:00:00,263-NCO 23 CONSOLIDATE CONTR(00263),USA,bb633ad8-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
46249-5701,S1501A,DEPT OF DEFENSE,IN,INDIANAPOLIS,contracting_office,10/01/2004 00:00:00,DCMA COMBAT VEHICLES INDIANAPOLIS,USA,bbb359c4-89d1-11e7-89d0-1cc1de329608,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),9763
15215-1802,36F244,"VETERANS AFFAIRS, DEPARTMENT OF",PA,PITTSBURGH,contracting_office,04/01/2016 00:00:00,244F NCO 4 NON VA CARE (00244F),USA,bb676966-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
02210,15JA38,"JUSTICE, DEPARTMENT OF",MA,BOSTON,contracting_office,04/01/2016 00:00:00,U.S. ATTORNEYS OFFICE-MA (USA38),USA,bb34f53e-89d1-11e7-89d0-1cc1de329608,"OFFICES, BOARDS AND DIVISIONS",1501
23219,1233BL,"AGRICULTURE, DEPARTMENT OF",VA,RICHMOND,contracting_office,04/01/2016 00:00:00,USDA  ANIMAL  PLANT HEALTH,USA,bb0ee70c-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
90040,1296EB,"AGRICULTURE, DEPARTMENT OF",CA,COMMERCE,contracting_office,04/01/2016 00:00:00,USDA APHIS PPQ SITC,USA,bb242772-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
21201,47PD08,GENERAL SERVICES ADMINISTRATION,MD,BALTIMORE,contracting_office,04/01/2016 00:00:00,PBS R3,USA,bb73f312-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
39501,V55614,DEPT OF DEFENSE,MS,CBC GULFPORT,contracting_office,10/01/2006 00:00:00,TWENTY SECOND NAVAL CONST REGIMENT,USA,bb9e45bc-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20520,19BB21,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY BRIDGETOWN,USA,bb4a0346-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
73145-3305,FA8126,DEPT OF DEFENSE,OK,TINKER AFB,contracting_office,10/01/2011 00:00:00,FA8126  AFSC PZIMB,USA,bbaf26b8-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
58504,12877T,"AGRICULTURE, DEPARTMENT OF",ND,BISMARCK,contracting_office,04/01/2016 00:00:00,USDA APHIS NWRC,USA,bb2424b2-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
33125,36C546,"VETERANS AFFAIRS, DEPARTMENT OF",FL,MIAMI,contracting_office,04/01/2016 00:00:00,546-MIAMI (00546),USA,bb633c08-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
01731-2800,FA8721,DEPT OF DEFENSE,MA,HANSCOM AFB,contracting_office,10/01/2011 00:00:00,FA8721  AFLCMC PZE CM,USA,bbb3565c-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
23511-2520,N55218,DEPT OF DEFENSE,VA,NORFOLK,contracting_office,10/01/2006 00:00:00,HELICOPTER SEA COMBAT SQUAD HSC 28,USA,bb918e32-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
87108,36P501,"VETERANS AFFAIRS, DEPARTMENT OF",NM,ALBUQUERQUE,contracting_office,04/01/2016 00:00:00,501P-ALBUQUERQUE PROSTHETCS(00501P),USA,bb676ae6-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
,12G192,"AGRICULTURE, DEPARTMENT OF",,SAN PAULO,contracting_office,04/01/2016 00:00:00,USDA APHIS-IS AMERICAN CONSULATE,BRA,bb285b98-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
20405,47QTCM,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,GSA/ITS/QTD OFFICE PORFOLIO MGMT,USA,bb6fbe5a-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
76127-5000,N44487,DEPT OF DEFENSE,TX,FORT WORTH,contracting_office,10/01/2006 00:00:00,FRC DET FT WORTH,USA,bb918d72-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
73102,15M064,"JUSTICE, DEPARTMENT OF",OK,OKLAHOMA CITY,contracting_office,04/01/2016 00:00:00,"U.S. DEPT OF JUSTICE, USM, W/OK",USA,bb418344-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
99802-1628,120109,"AGRICULTURE, DEPARTMENT OF",AK,JUNEAU,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE,USA,bae88ee4-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
22134-6060,N00231,DEPT OF DEFENSE,VA,QUANTICO,contracting_office,10/01/2006 00:00:00,NAVAL HEALTH CLINIC,USA,bb8d454a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
13210-2778,12231B,"AGRICULTURE, DEPARTMENT OF",NY,SYRACUSE,contracting_office,04/01/2016 00:00:00,USDA FOREST SERVICE  NRS,USA,bae89164-89d1-11e7-89d0-1cc1de329608,FOREST SERVICE,12C2
02138,331312,SMITHSONIAN INSTITUTION,MA,CAMBRIDGE,contracting_office,04/01/2016 00:00:00,SMITHSONIAN ASTROPHYSICAL,USA,bb527686-89d1-11e7-89d0-1cc1de329608,SMITHSONIAN INSTITUTION,3300
35124,124126,"AGRICULTURE, DEPARTMENT OF",AL,PELHAM,contracting_office,04/01/2016 00:00:00,USDA  AMS  COTTON DIVISION,USA,bafe0a42-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
20405,47QFCB,GENERAL SERVICES ADMINISTRATION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,GSA FAS AAS PMO,USA,bb6fbc5a-89d1-11e7-89d0-1cc1de329608,FEDERAL ACQUISITION SERVICE,4732
80225,47PJ01,GENERAL SERVICES ADMINISTRATION,CO,DENVER,contracting_office,04/01/2016 00:00:00,PBS R8 PORTFOLIO MANAGEMENT DIV,USA,bb73f532-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
14809,122364,"AGRICULTURE, DEPARTMENT OF",NY,AVOCA,contracting_office,04/01/2016 00:00:00,USDA  APHIS  PPQP,USA,bb0aac00-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
53704-4192,N62100,DEPT OF DEFENSE,WI,MADISON,contracting_office,10/01/2006 00:00:00,NAVOPSPTCEN MADISON,USA,bb95cb3a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
23511-2487,N00060,DEPT OF DEFENSE,VA,NORFOLK,contracting_office,10/01/2004 00:00:00,U S FLEET FORCES COMMAND,USA,bb8d449a-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
83843,120250,"AGRICULTURE, DEPARTMENT OF",ID,MOSCOW,contracting_office,04/01/2016 00:00:00,USDA GIPSA,USA,bb285cd0-89d1-11e7-89d0-1cc1de329608,"GRAIN INSPECTION, PACKERS AND STOCKYARDS ADMINISTRATION",12K4
20535,15F074,"JUSTICE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,DIVISION 1900,USA,bb45bbac-89d1-11e7-89d0-1cc1de329608,FEDERAL BUREAU OF INVESTIGATION,1549
25813,15B103,"JUSTICE, DEPARTMENT OF",WV,BEAVER,contracting_office,04/01/2016 00:00:00,DEPT OF JUSTICE BUREAU OF PRISIONS,USA,bb39229e-89d1-11e7-89d0-1cc1de329608,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,1540
20520,19CH50,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY BEIJING,USA,bb4a046e-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
20566-0001,333105,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,JOHN F KENNEDY CENTER FOR THE,USA,bb56a70c-89d1-11e7-89d0-1cc1de329608,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,3352
97301,120M31,"AGRICULTURE, DEPARTMENT OF",OR,SALEM,contracting_office,04/01/2016 00:00:00,USDA  APHIS  REAC,USA,bb067b5a-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
58102-6206,N62091,DEPT OF DEFENSE,ND,FARGO,contracting_office,10/01/2006 00:00:00,NAVOPSPTCEN FARGO,USA,bb95cb12-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
20520,19TX10,"STATE, DEPARTMENT OF",DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,AMERICAN EMBASSY ASHGABAT,USA,bb4e453a-89d1-11e7-89d0-1cc1de329608,"STATE, DEPARTMENT OF",1900
48045-4915,N62080,DEPT OF DEFENSE,MI,SELFRIDGE ANGB,contracting_office,10/01/2005 00:00:00,NAVOPSPTCEN DETROIT,USA,bb95cafa-89d1-11e7-89d0-1cc1de329608,DEPT OF THE NAVY,1700
05401,47PB04,GENERAL SERVICES ADMINISTRATION,VT,BURLINGTON,contracting_office,04/01/2016 00:00:00,PBS R1,USA,bb6fbf42-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
13261,47PC15,GENERAL SERVICES ADMINISTRATION,NY,SYRACUSE,contracting_office,04/01/2016 00:00:00,PBS R2,USA,bb6fbfea-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
52241,36C368,"VETERANS AFFAIRS, DEPARTMENT OF",IA,CORALVILLE,contracting_office,04/01/2016 00:00:00,636A8-IOWA CITY HEALTH CARE,USA,bb633ae8-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20737,1232NH,"AGRICULTURE, DEPARTMENT OF",MD,RIVERDALE,contracting_office,04/01/2016 00:00:00,USDA APHIS OPD,USA,bb0ee604-89d1-11e7-89d0-1cc1de329608,ANIMAL AND PLANT HEALTH INSPECTION SERVICE,12K3
,720386,AGENCY FOR INTERNATIONAL DEVELOPMENT,,NEW DELHI,contracting_office,04/01/2016 00:00:00,USAID/ INDIA,IND,bb8078f4-89d1-11e7-89d0-1cc1de329608,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200
77092,15F051,"JUSTICE, DEPARTMENT OF",TX,HOUSTON,contracting_office,04/01/2016 00:00:00,HOUSTON FIELD OFFICE,USA,bb45baf4-89d1-11e7-89d0-1cc1de329608,FEDERAL BUREAU OF INVESTIGATION,1549
31098-1670,FA8538,DEPT OF DEFENSE,GA,ROBINS AFB,contracting_office,10/01/2011 00:00:00,FA8538  AFSC PZAAB,USA,bbaf2898-89d1-11e7-89d0-1cc1de329608,DEPT OF THE AIR FORCE,5700
85003,15M008,"JUSTICE, DEPARTMENT OF",AZ,PHOENIX,contracting_office,04/01/2016 00:00:00,"U.S. DEPT OF JUSTICE, USM, AZ",USA,bb41818c-89d1-11e7-89d0-1cc1de329608,U.S. MARSHALS SERVICE,1544
98001,47PL99,GENERAL SERVICES ADMINISTRATION,WA,AUBURN,contracting_office,04/01/2016 00:00:00,PBS R10,USA,bb73f67a-89d1-11e7-89d0-1cc1de329608,PUBLIC BUILDINGS SERVICE,4740
39823-1329,12430D,"AGRICULTURE, DEPARTMENT OF",GA,BLAKELY,contracting_office,04/01/2016 00:00:00,USDA AMS SCIENCE TECHNOL DIV,USA,bafe0aba-89d1-11e7-89d0-1cc1de329608,AGRICULTURAL MARKETING SERVICE,12K2
07939,362201,"VETERANS AFFAIRS, DEPARTMENT OF",NJ,LYONS,contracting_office,04/01/2016 00:00:00,DEPT OF VETERANS AFFAIRS,USA,bb56a824-89d1-11e7-89d0-1cc1de329608,"VETERANS AFFAIRS, DEPARTMENT OF",3600
20024,333123,SMITHSONIAN INSTITUTION,DC,WASHINGTON,contracting_office,04/01/2016 00:00:00,SMITHSONIAN LATINO CENTER,USA,bb5276b6-89d1-11e7-89d0-1cc1de329608,SMITHSONIAN INSTITUTION,3300
