<AWDNBR>,<SUBJECT>,<ARCHDATE>,<YEAR>,<EMAIL>,<AGENCY>,<LINENBR>,<OFFADD>,label,<CLASSCOD>,<NAICS>,<AWDAMT>,iname,<AWDDATE>,<SOLNBR>,<URL>,<OFFICE>,<LOCATION>,<ZIP>,<DATE>,<DESC>,<AWARDEE>,<CONTACT>,<NTYPE>
SPE8E917V1320,80--SEALING COMPOUND,09062017,17,lauren.runowski@dla.mil,Defense Logistics Agency,0001,DLA TROOP SUPPORTCONSTRUCTION  EQUIPMENT MRO SVC I700 ROBBINS AVENUEPHILADELPHIA PA  19111-5096USA,<AWARD>,80,325520,$100251.00,0bb8037b-8a77-11e7-89d0-1cc1de329608,082217,SPE8E917T2431,https://www.fbo.gov/spg/DLA/J3/DSCP-I-BSM/Awards/SPE8E917V1320.html,DLA Acquisition Locations,DLA Troop Support - Construction  Equipment - BSM,19111,0822,Link To Document,"PRC - DESOTO INTERNATIONAL, INC. 3330 TOWN POINT DR NW STE F  KENNESAW 30144-703",Lauren Runowski215-737-4564lauren.runowski@dla.mil,
VA786-17-P-0718,99--GEORGIA STATE VETS CEM: (H1) New Contract to provide Blank Granite Niche Cover Replacements for an existing columbarium at Georgia State Veterans Cemetery - Glennville.  ,10032017,17,sheryl.palacio-davis@va.gov,Department of Veterans Affairs,0001,Department of Veterans Affairs;NCA Contracting Service;75 Barrett Heights Rd. Suite 309;Stafford VA  22556,<AWARD>,99,327991,"$4,200.00",0bb8040d-8a77-11e7-89d0-1cc1de329608,081917,VA78617Q0644,https://www.fbo.gov/spg/VA/VANCA/VANCA/VA78617Q0644/listing.html,VA National Cemetery Administration Centralized Contracting Division,Department of Veterans Affairs National Cemetery Administration,22556,0822,Link To Document,HILLCREST GRANITE COMPANY;1402 OLD MIDDLETON RD;ELBERTON;GA;30635,Sheryl Palacio-Davissheryl.palacio-davis@va.govContracting Officers Email,PRESOL
L17PA00158,38--CRUSHED AGGREGATE BLANKET PURCHASE AGREEMENT,09062017,17,,Department of the Interior,,"BLM OR-ST OFC PROC MGMT BR(OR952)1220 SW 3rd Avenue, 12th FloorPORTLANDOR97204US",<AWARD>,38,212319,$0.00,0bb802aa-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BLM/OR/Awards/L17PA00158.html,Bureau of Land Management,Oregon Region,97204,0822,IGF::OT::IGFCRUSHED AGGREGATE-BPA,KINCHELOE  SONS INC1937 ROSEBURG RDMYRTLE POINTOR97458-1670US,"Cyr, Brian",
15B50517D00000109,LCP - Islamic Spiritual Guide (CRW),06282018,17,,Department of Justice,,U. S. Armed Forces Reserve Complex346 Marine Forces Drive Grand Prairie TX 75051,<AWARD>,G,813110,"$367,200.00",0bb802b9-8a77-11e7-89d0-1cc1de329608,082217,RFQP05051700005A,https://www.fbo.gov/spg/DOJ/BPR/70032/RFQP05051700005A/listing.html,Bureau of Prisons,Field Acquisition Office (FAO),75051,0822,Please see the attached for more details regarding this award.,"MURSHIDAH MAJIDULLAH, 4105 CUMBERLAND PASS #812 , Fort Worth, TX 76116 US","LaShundra D. Thomas, Contracting Officer, Phone 9723524529, Fax 9723524545, Email ldthomas@bop.gov - Teresa A Cooper, Contract Specialist, Phone 972-352-4535, Fax 972-352-4545, Email t1cooper@bop.gov",PRESOL
SPE7MX17D0122,SPE7MX17R0064,08242018,17,,Defense Logistics Agency,2,P O Box 3990 Columbus OH 43218-3990,<AWARD>,29,336390,"$16,250.40",0bb8031f-8a77-11e7-89d0-1cc1de329608,082117,SPE7MX17R0064,https://www.fbo.gov/spg/DLA/J3/DSCC/SPE7MX17R0064/listing.html,DLA Acquisition Locations,DLA Land and Maritime,43218-3990,0822," rContract SPE7MX-17-D-0122 awarded torHowco Distributing (5E074)r6025 E. 18th St.rVancouver, WA 98661","Howco Distributing (5E074), 6025 E. 18th St., Vancouver, WA 98661 US","Brandi L. Scott, Email Brandi.Scott@dla.mil",PRESOL
L17PA00156,38--CRUSHED AGGREGATE BLANKET PURCHASE AGREEMENT,09062017,17,,Department of the Interior,,"BLM OR-ST OFC PROC MGMT BR(OR952)1220 SW 3rd Avenue, 12th FloorPORTLANDOR97204US",<AWARD>,38,212319,$0.00,0bb802a8-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DOI/BLM/OR/Awards/L17PA00156.html,Bureau of Land Management,Oregon Region,97204,0822,IGF::OT::IGFCRUSHED AGGREGATE-BPA,W W D CORPORATION7800 HAYHURST RDDRAINOR97435-0000US,"Cyr, Brian",
SPE7L317P7934,"30--CONTROL ASSEMBLY,PU",09062017,17,JON.MITCHELL@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMELAND SUPPLIER OPNS VEHICLE SPTPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,30,333613,$36148.00,0bb8033b-8a77-11e7-89d0-1cc1de329608,082217,SPE7L317TJ252,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L317P7934.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,TRIMAN INDUSTRIES INC 1042 INDUSTRIAL DR  WEST BERLIN 08091-9164 US,JON MITCHELL614-692-4809JON.MITCHELL@DLA.MIL,
N6833517P0275,66--Optical Distance-to-Fault Measurement Equipment (time and/or Frequency Domain Reflectometer),06112017,17,,Department of the Navy,ALL,"Hwy. 547 Attn:B562-3C, Lakehurst, NJ 08733",<AWARD>,66,,"$128,857.45",0bb803bd-8a77-11e7-89d0-1cc1de329608,082217,N68335-17-T-0024,https://www.fbo.gov/spg/DON/NAVAIR/N68335/Awards/N6833517P0275.html,Naval Air Systems Command,Naval Air Warfare Center Aircraft Division Lakehurst,"TABET MANUFACTURING COMPANY, INC. [DUNS: 043316046],1336 BALLENTINE BLVD.,NORFOLK VA 23504",0822,No Description Provided,"KITCO FIBER OPTICS, INC [DUNS: 965417702],5269 Cleveland St Ste 109,Virginia Beach VA 23462-6550","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",
W911SA-17-P-3030,Refuse Services; Two Missouri Locations,,17,,Department of the Army,CLIN 0001 to CLIN 4005,1108 South R Street Fort McCoy WI 54656-5142,<AWARD>,S,562111,"$136,858.02 (total includes base period, four option periods, six month option to extend)",0bb80293-8a77-11e7-89d0-1cc1de329608,082217,W911SA-17-Q-0103,https://www.fbo.gov/notices/9983540f4e398021228015c1ffe12e7a,"Army Contracting Command, MICC",MICC - Fort McCoy (W911SA),54656-5142,0822,"CCONTRACT W911SA-17-P-3030 AWARDED ON 22 AUGUST 2017.  Dollar value listed in this announcement includes the base period, four option periods and the six month option to extend.","VMX INTERNATIONAL LLC, 3011 West Grand Boulevard, Detriot, MI 48202 US","Megan Abbott, Contracting Officer, Phone 608-388-6076, Email megan.m.abbott4.civ@mail.mil - Thomas P. McGuire, Contract Specialist , Phone 6083881246, Email thomas.p.mcguire10.civ@mail.mil",COMBINE  
W912PP17C0012,"FY17 Add/Alter HVAC, RPA Operations Center, Bldg 848, Cannon Air Force Base Curry County, New Mexico",,17,,Department of the Army,0001-0004,Attn:  CESPA-CTr4101 Jefferson Plaza NE Albuquerque NM 87109-3435,<AWARD>,Y,238220,"$2,479,860.42",0bb803f1-8a77-11e7-89d0-1cc1de329608,082217,W912PP-17-R-0017,https://www.fbo.gov/spg/USA/COE/DACA47/W912PP-17-R-0017/listing.html,U.S. Army Corps of Engineers,"USACE District, Albuquerque",87109-3435,0822,,"Ortega Plumbing and Heating Inc, 2206 Sun Ranch Village Loop, Los Lunas, NM 87031-4801 US","Michelle Kessinger, Contract Specialist, Phone 5053423279, Email Michelle.L.Kessinger@usace.army.mil",SRCSGT
SPE4A517P9283,"15--FITTING,STRUCTURAL",09062017,17,Stacey.Dascoulias@dla.mil,Defense Logistics Agency,0001-0002,DLA AVIATIONASC SUPPLIER OPER OEM DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,15,336413,$100220.00,0bb802fc-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517TDP81,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A517P9283.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"AEROMETALS, INC. 3920 SANDSTONE DR  EL DORADO HILLS 95762-9652 US",Stacey Dascoulias804 279-2552Stacey.Dascoulias@dla.mil,
GS35F636GA,"70 -- General Purpose Commercial Information Technology Equipment, Software and Services",,17,,General Services Administration,"132 33,132 51,132 50",,<AWARD>,70,541519,"$40,000,000",0bb80391-8a77-11e7-89d0-1cc1de329608,082217,FCIS-JB-980001-B,https://www.fbo.gov/notices/421401c3144a7fe829fd36ddde8387b6,Federal Acquisition Service (FAS),Center for IT Schedule Operations (QTFA),KEY CYBER SOLUTIONS LLC 409 E MAIN ST SUITE 200 RICHMOND VA USA 23219-3845 ,0822,No Description Provided,SOLUTIONS ENGINEERING CORPORATION 5149 WESTBARD AVE BETHESDA MD USA 20816-1413 ,Jeffrey A. Winters 816-823-2685  ; Sarah A. Baer 816-823-1291,COMBINE  
SPE4A417V9068,"30--GEARSHAFT,SPUR",09062017,17,KIM.ALSTON@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONSUPPLIER OPER SUPPLIER SPT DIV8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,30,333613,$33828.20,0bb802d7-8a77-11e7-89d0-1cc1de329608,082217,SPE4A517TEH45,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A517TEH45/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,UNICAL DEFENSE INC. 680 S LEMON AVE STE A  CITY OF INDUSTRY 91789-2934 US,KIM ALSTON804-279-5876KIM.ALSTON@DLA.MIL,COMBINE  
SPE7L417V1270,"10--CLEANING KIT,GUN",09062017,17,christina.compson@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMELSO COMBAT VEHICLES AND ARMAMENTPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,10,332994,$25081.00,0bb80361-8a77-11e7-89d0-1cc1de329608,082217,SPE7L417T4038,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L417V1270.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"KAMPI COMPONENTS CO., INC. 88 CANAL RD  FAIRLESS HILLS 19030-4302 US",Christina Compson614-692-9934christina.compson@dla.mil,
SPE4A617PK706,"66--TRANSMITTER,PRESSUR",09062017,17,Yvette.Mullen@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONASC COMMODITIES DIVISION8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,66,334519,$64885.00,0bb80306-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TAA61,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/Awards/SPE4A617PK706.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,Lord Corporation DBA Stellar 237 Commerce Dr  Amherst 14228-2302 US,Yvette Mullen804-279-6887Yvette.Mullen@dla.mil,
200-2017-F-95709,"Brand Name Whatman 96-Well Collection Plates, Millipore Syringe Filters, and Waters Oasis MAX 96-Well SPE Plates or Equivalent and Associated Supplies",,17,,Department of Health and Human Services,Multiple,"2920 Brandywine Road, Room 3000 Atlanta GA 30341-4146",<AWARD>,66,334516,"$39,787.75",0bb802c1-8a77-11e7-89d0-1cc1de329608,082217,2017-Q-67244,https://www.fbo.gov/spg/HHS/CDCP/PGOA/2017-Q-67244/listing.html,Centers for Disease Control and Prevention,Procurement and Grants Office (Atlanta),30341-4146,0822,,"Government Scientific Source, Inc., 12351 Sunrise Valley Dr., Reston, VA 20191 US","Betty B Vannoy, Contract Specialist, Phone 770-488-2891, Fax  770-488-2688, Email bbv9@cdc.gov",COMBINE  
1625DC-17-P-0046,70--HP DL380 Server and Related Items,02072018,17,,Department of Labor,ALL,"2 Massachusetts Ave NE, Washington, DC 20002",<AWARD>,70,,"$42,832.33",0bb803da-8a77-11e7-89d0-1cc1de329608,082217,OTS-0239-OTS-0289,https://www.fbo.gov/spg/DOL/OASAM/WashingtonDC/OTS-0239-OTS-0289/listing.html,Office of the Assistant Secretary for Administration and Management ,Office of Procurement Services,ADVANCED TECHNOLOGY INTERNATIONAL315 SIGMA DRIVESUMMERVILLESC29486USA,0822,No Description Provided,"FEDSCALE INC [DUNS: 079151871],1 N. Broad St Suite B,Luray VA 22835","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPRPA117GC101U33K,"48--VALVE,HYDRAULIC",09062017,17,John.Roeder@dla.mil,Defense Logistics Agency,0001-0008,DLA LAND AND MARITIMEMARITIME HARDWARE/ELECTRICALP O BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,48,332912,$62387.99,0bb8033d-8a77-11e7-89d0-1cc1de329608,082217,SPE7MC17TB792,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPRPA117GC101U33K.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,Sikorsky Aircraft Corporation DBA 6900 Main St  Stratford 06614-1378 US,John Roeder614-692-2652John.Roeder@dla.mil,
N68836-17-P-0786,53--BULK ABRASIVE BLAST MEDIA,02102018,17,,Department of the Navy,ALL,"930 USS Hunley Ave, Jacksonville, FL 31547",<AWARD>,53,,"$68,801.25",0bb803d0-8a77-11e7-89d0-1cc1de329608,082217,N68836-17-Q-0239,https://www.fbo.gov/notices/a570324da9fabfa06a3e7c74a9f02b0f,Naval Supply Systems Command,NAVSUP Fleet Logistics Center Jacksonville,"EVOLUTION INTERCONNECT SYSTEMS, INC.  [DUNS: 079278062],4000 Hollywood Blvd,Hollywood FL 33021-1225",0822,No Description Provided,"CESCO, INC (dba Carolina Equipment  Supply Co) [DUNS: 062694245],7251 Cross County Rd,North Charleston SC 29418-3300","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
SPE7L517V1597,"25--BOX,ACCESSORIES STO",09062017,17,april.green@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMELAND SUPPLIER OPNS ENGINESPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,25,336390,$33626.00,0bb80362-8a77-11e7-89d0-1cc1de329608,082217,SPE7L217T0362,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L517V1597.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,MARTIN MILITARY INC. DBA MARTIN 1065 BROADWAY  MASSAPEQUA 11758-1802 US,April Green614-692-1302april.green@dla.mil,
VA247-17-P-2083,65--ER Furniture    ,10202017,17,Jonathan.Self@va.gov,Department of Veterans Affairs,,Department of Veterans Affairs;Birmingham VA Medical Center;700 South 19th Street;Birmingham AL  35233,<AWARD>,65,337214,"$14,878.56",0bb80296-8a77-11e7-89d0-1cc1de329608,082117,VA24717Q0829,https://www.fbo.gov/spg/VA/BiVAMC521/BiVAMC521/VA24717Q0829/listing.html,Birmingham VAMC,Department of Veterans Affairs Medical Center,35233,0822,Link To Document,"JPL  ASSOCIATES, LLC;1520 PELICAN POINT DR STE BA151;SARASOTA;FL;34231",Jonathan S SelfContract Specialist205-933-8101 x2919Jonathan.Self@va.gov,COMBINE  
FA940117P0109,FA9401-17-R-0018 - AFRL Optical Tables,,17,,Department of the Air Force,,"377 MSG/Contracting Divisionr8500 Gibson SE, BLDG 20202 Kirtland AFB NM 87117-5606",<AWARD>,60,333314,"$29,844.00",0bb8026d-8a77-11e7-89d0-1cc1de329608,082117,FA9401-17-R-0018,https://www.fbo.gov/notices/6b505083cc39a25a4459fc2707986469,Air Force Global Strike Command,377 MSG/Contracting Division,87117-5606,0822,,GFS SUPPLY  SERVICES COMPANY INC,"Britney C. Thompson, Contract Specialist, Phone 5058461617, Email britney.thompson.2@us.af.mil - Brenda R. Hamilton, Contracting Officer, Phone 505-846-5601, Email brenda.hamilton@us.af.mil",COMBINE  
SPE7L417P2298,"30--GEAR,INTERNAL",09062017,17,Ryan.Collier@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMELSO COMBAT VEHICLES AND ARMAMENTPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,30,333612,$30199.80,0bb80346-8a77-11e7-89d0-1cc1de329608,082217,,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7L417P2298.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,STATZ Corporation 1829 Bourbon Rd  Cross Plains 53528-9436 US,Ryan Collier614-692-3011Ryan.Collier@dla.mil,
V797D-70153,"65--Garden State Medical Supply, LLC dba Gov Supplies - V797D-70153 65IIA Medical Equipment and Supplies Contract Award Effective 05/15/2017 through 05/14/2022 ",07142017,17,FSS.Help@va.gov,Department of Veterans Affairs,900,"Department of Veterans Affairs;OAL / National Acquisition Center;Building 37;1st Avenue, One Block North of Cermak;Hines IL  60141",<AWARD>,65,339112,"$4,150,000.00",0bb80406-8a77-11e7-89d0-1cc1de329608,051517,65IIA,https://www.fbo.gov/spg/VA/VANAC/VANAC/65IIA/listing.html,VA National Acquisition Center,Department of Veterans Affairs National Acquisition Center,60141,0822,Link To Document,GARDEN STATE MEDICAL SUPPLY LLC;203 ARLINGTON AVENUE;LAKEWOOD;NJ;08701,FSS Service Help Desk708-786-7737helpdesk.ammhinfss@va.govFSS Help Desk Email,
SB134117SE0255,SELF-CONTAINED BREATHING APPARATUS (SCBA) FILL STATION,09302017,17,,Department of Commerce,,"100 Bureau Drive, Building 301rRoom B130 Gaithersburg MD 20899-1410",<AWARD>,42,333912,"$29,949.85",0bb803b0-8a77-11e7-89d0-1cc1de329608,082217,SB134117RQ0644,https://www.fbo.gov/spg/DOC/NIST/AcAsD/SB134117RQ0644/listing.html,National Institute of Standards and Technology (NIST),Acquisition Management Division,20899-1410,0822,,"SUB-AQUATICS, INC. dba BREATHING AIR SYSTEMS, 8855 East Broad St., Reynoldsburg, OH 43068 US","Randy E. Schroyer, Contracting Officer, Phone (301) 975-6314, Email randy.schroyer@nist.gov - Andrea A Parekh, Supv. Contracting Officer, Phone (301)975-6984, Email andrea.parekh@nist.gov",COMBINE  
SPE4A417V9054,"49--ASSEMBLY,GATE,UNLOA",09062017,17,DEBORAH.JORDAN@DLA.MIL,Defense Logistics Agency,0001,DLA AVIATIONSUPPLIER OPER SUPPLIER SPT DIV8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,49,334419,$70068.24,0bb802d2-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TCY86,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TCY86/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"HYDRAULICS INTERNATIONAL, INC. 9201 INDEPENDENCE AVE  CHATSWORTH 91311-5905 US",DEBORAH JORDAN804-279-2616DEBORAH.JORDAN@DLA.MIL,COMBINE  
,14--GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT,,17,,Department of the Army,,"ARMY CONTRACTING COMMAND-REDSTONE, REDSTONE ARSENAL AL 35898-5280",<AWARD>,14,336419,,0bb80286-8a77-11e7-89d0-1cc1de329608,,W31P4Q17R0062,,Army Contracting Command,ACC - RSA (W31P4Q) Missile,35898,0822,,,,PRESOL
P17PX02686,N--Gates  Controls w/Install-FOFR,09062017,17,,Department of the Interior,,"NPS, SER - South MABO33100 Tamiami Trail EOchopeeFL34141US",<AWARD>,N,238290,"$44,000.00",0bb803b7-8a77-11e7-89d0-1cc1de329608,082217,P17PS02337,https://www.fbo.gov/spg/DOI/NPS/APC-IS/P17PS02337/listing.html,National Park Service,NPS - All Offices,34141,0822,"IGF::OT::IGF X:NOGRN, Service, Provide and install ADA Gates, FOFR","AE GENERAL CONTRACTORS, INC.1415 MOODY STJACKSONVILLEFL32206-1659US","Stefanos, Mary",COMBINE  
W911S2-17-P-0518,17--Shades for Tower,02112018,17,,Department of the Army,ALL,"4638 Wilson Road, Fort Knox, KY 40121",<AWARD>,17,,"$6,324.96",0bb8038e-8a77-11e7-89d0-1cc1de329608,082217,KnoxAirfieldTH0001,https://www.fbo.gov/notices/fb0b8977dbf541cbbc5557def8063e47,FedBid,FedBid.com -- for Department of Army procurements only,"WINDOW FASHIONS [DUNS: 939844069],1735 East 45 Street,Brooklyn NY 11234",0822,No Description Provided,"PLASTIC VIEW A T C INC [DUNS: 009523861],4585 Runway St Ste B,Simi Valley CA 93063-3479","Name: Client Services, Title: Client Services, Phone: 1.877.933.3243, Fax: 703.422.7822, Email: Clientservices@fedbid.com;",COMBINE  
47PF0017P0036,Elevator Drive Board Replacement,,17,,General Services Administration,,,<AWARD>,J,561210,"$34,807.38",0bb803e4-8a77-11e7-89d0-1cc1de329608,082117,47PF0017Q0096,https://www.fbo.gov/notices/b1b3db8365d0f2b85a1e9de343fb331e,Public Buildings Service (PBS),R5 Acquisition Management Division (47PF00),"VVP, LLC, 250 W Main Street, Suite 201,  Charlottesville, VA 22902-5000 US",0822,"Elevator Drive Board Replacement, Edward J. Devitt Federal Building and United States Courthouse, 118, S. Mill Street, Fergus Falls Minnesota, 56537, 47PF0017Q0096.This award was made on a sole source basis due to urgent and compelling circumstances.  The repair requires immediate replacement of the elevator drive board of the passenger elevator at the above location.","TIGUA ENTERPRISES, INC., 9180 SOCORRO ROADr, El Paso, TX 79907 US","Jonathan A Rubin , Contracting Officer, Phone 5132464413, Email jonathan.a.rubin@gsa.gov",
N0017817C1350,Dell Hardware ,,17,,Department of the Navy,,17362 Dahlgren RoadrSuite 157 Dahlgren VA 22448-5100,<AWARD>,70,334111,"$232,030.69",0bb803c2-8a77-11e7-89d0-1cc1de329608,082217,N0017817R4015,https://www.fbo.gov/spg/DON/NAVSEA/N00178/N0017817R4015/listing.html,Naval Sea Systems Command,NSWC Dahlgren Division,22448-5100,0822,,"Aprisa Technology, LLC","Suzanne M. Weber, Email suzanne.m.weber@navy.mil",COMBINE  
SPE7M217P2046,"61--PANEL,CONTROL",09062017,17,Martin.Augenstein@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMEVALVES HARDWARE DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,61,334519,$64975.00,0bb80344-8a77-11e7-89d0-1cc1de329608,082217,SPE7M217T3707,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7M217P2046.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"Essex Industries, Inc. DBA 6 Sunnen Drive  Saint Louis 63123-3800 US",Martin Augenstein614-692-8523Martin.Augenstein@dla.mil,
SPE4A417V9124,"49--VALVE, REGULATING,  AI",09062017,17,Sibel.Claywell@dla.mil,Defense Logistics Agency,0001,DLA AVIATIONSUPPLIER OPER SUPPLIER SPT DIV8000 JEFFERSON DAVIS HIGHWAYRICHMOND VA  23297USA,<AWARD>,49,336413,$34186.32,0bb8030b-8a77-11e7-89d0-1cc1de329608,082217,SPE4A617TCU94,https://www.fbo.gov/spg/DLA/J3/DSCR-BSM/SPE4A617TCU94/listing.html,DLA Acquisition Locations,DLA Aviation - BSM,23297,0822,Link To Document,"WHEELER BROS., INC. 384 DRUM AVE  SOMERSET 15501-3400 US",Sibel Claywell804-279-6252Sibel.Claywell@dla.mil,COMBINE  
SPE7M317P4557,"48--VALVE,GATE",09062017,17,Anita.Bensonhaver@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMEFLUID HANDLING DIVISIONPO BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,48,332911,$89979.00,0bb80336-8a77-11e7-89d0-1cc1de329608,082217,SPE7M317T6149,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7M317P4557.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,"MEGGITT (NORTH HOLLYWOOD), INC. 12838 SATICOY ST  NORTH HOLLYWOOD 91605-3505 US",Anita Bensonhaver614-692-1240Anita.Bensonhaver@dla.mil,
AG-64PP-P-17-0022,Library Sequencing Services ,,17,,Department of Agriculture,,,<AWARD>,B,541712,"$12,400",0bb80269-8a77-11e7-89d0-1cc1de329608,082217,AG-64PP-S-17-0015,https://www.fbo.gov/notices/1e61f30d15a4cd9d86019a59dd6f4c82,Agricultural Research Service,Midwest Area,,0822,,"Molecular Research, LP ","Brionna Wade, Contracting Officer, Phone 573-875-5291  x222, Email brionna.wade@ars.usda.gov",COMBINE  
LNM00279,"Lease Award; Gallup,NM",,17,,General Services Administration,,819 Taylor Street Fort Worth TX 76102,<AWARD>,X,531190,"$385,899.80",0bb803e8-8a77-11e7-89d0-1cc1de329608,082217,5NM0093,https://www.fbo.gov/spg/GSA/PBS/7P/Awards/LNM00279.html,Public Buildings Service (PBS),R7 Realty Services (7P),76102,0822,"Project Number: 5NM0093Lease Number: LNM00279Location of Premises: ​2024 ​East Aztec Ave, Gallup, NM 87301Date of Award/Acceptance: 8/22/2017Lessors Name (per SAM): Kryptonite Holdings LLCLessors Address: 2505 E Aztec, Gallup, NM 87301Total Annual amount of the Lease (firm term): 385,899.80 "," Kryptonite Holdings LLC, 2505 E Aztec, Gallup, NM 87301 US"," Paul Wilhems, Phone (817) 850-8482, Email paul.wilhems@gsa.gov - Jhagonda Newson",
FA301017PR016,Catholic Mass Music Director,09052017,17,,Department of the Air Force,ALL,310 M Street Rm 102 Keesler AFB MS 39534-2147,<AWARD>,G,711130,"$5,790.72",0bb8026b-8a77-11e7-89d0-1cc1de329608,082117,FA3010-17-T-0030,https://www.fbo.gov/spg/USAF/AETC/KAFBCS/FA3010-17-T-0030/listing.html,Air Education and Training Command,"Keesler AFB, 81st Contracting Squadron",39534-2147,0822,Solicitation was awarded on 21 Aug 2017 details are included in this notice.,Idemma LLC,"Jacqueline K. Carlisle, Phone 2283771831, Email jacqueline.carlisle.2@us.af.mil",PRESOL
SPE7MC17P5925,"48--VALVE,ANGLE",09062017,17,William.Cain2@dla.mil,Defense Logistics Agency,0001,DLA LAND AND MARITIMEMARITIME HARDWARE/ELECTRICALP O BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,48,332911,$35684.00,0bb80352-8a77-11e7-89d0-1cc1de329608,082217,SPE7MC17TR329,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/Awards/SPE7MC17P5925.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,Derbyshire Machine  Tool Co DBA 5100 Belfield Ave  Philadelphia 19144-1733 US,William Cain614-692-5347William.Cain2@dla.mil,
SPE7MC17F0021,"47--TUBE AND FITTINGS,M",09062017,17,NATALYA.RADYK@DLA.MIL,Defense Logistics Agency,0001,DLA LAND AND MARITIMEMARITIME HARDWARE/ELECTRICALP O BOX 3990COLUMBUS OH  43218-3990USA,<AWARD>,47,331210,$27456.39,0bb80369-8a77-11e7-89d0-1cc1de329608,082217,SPE7MC17TS031,https://www.fbo.gov/spg/DLA/J3/DSCC-BSM/SPE7MC17TS031/listing.html,DLA Acquisition Locations,DLA Land and Maritime - BSM,43218,0822,Link To Document,GENERAL ELECTRIC COMPANY DBA GE 1 NEUMANN WAY  CINCINNATI 45215-1988 US,Natalya Radyk614-692-4884NATALYA.RADYK@DLA.MIL,COMBINE  
